,country,code,region,income,year,che_gdp,che_pc_usd,che,gghed,pvtd,dom_che,gghed_che,pvtd_che,oops_che,vpp_che,gghed_gdp,gghed_gge,gghed_pc_usd,pvtd_pc_usd,oop_pc_usd,cfa_che,gfa_che,chi_che,shi_che,vfa_che,vhi_che,gge_gdp,gdp_pc_usd,fs,fs1,fs11,fs3,fs5,fs6,fs61,hf,hf1,hf11,hf12,hf121,hf2,hf21,hf3,gdp,pfc,gge,ppp,xrt,gdpd,pop,che_usd,gghed_usd,pvtd_usd,fs_usd,fs1_usd,fs11_usd,fs3_usd,fs5_usd,fs6_usd,fs61_usd,hf_usd,hf1_usd,hf11_usd,hf12_usd,hf121_usd,hf2_usd,hf21_usd,hf3_usd,gdp_usd,pfc_usd,gge_usd,che_ppp,gghed_ppp,pvtd_ppp,fs_ppp,fs1_ppp,fs11_ppp,fs3_ppp,fs5_ppp,fs6_ppp,fs61_ppp,hf_ppp,hf1_ppp,hf11_ppp,hf12_ppp,hf121_ppp,hf2_ppp,hf21_ppp,hf3_ppp,gdp_ppp,pfc_ppp,gge_ppp,che_ncu_pc,gghed_ncu_pc,pvtd_ncu_pc,fs_ncu_pc,fs1_ncu_pc,fs11_ncu_pc,fs3_ncu_pc,fs5_ncu_pc,fs6_ncu_pc,fs61_ncu_pc,hf_ncu_pc,hf1_ncu_pc,hf11_ncu_pc,hf12_ncu_pc,hf121_ncu_pc,hf2_ncu_pc,hf21_ncu_pc,hf3_ncu_pc,gdp_ncu_pc,pfc_ncu_pc,gge_ncu_pc,fs_usd_pc,fs1_usd_pc,fs11_usd_pc,fs3_usd_pc,fs5_usd_pc,fs6_usd_pc,fs61_usd_pc,hf_usd_pc,hf1_usd_pc,hf11_usd_pc,hf12_usd_pc,hf121_usd_pc,hf2_usd_pc,hf21_usd_pc,hf3_usd_pc,pfc_usd_pc,gge_usd_pc,che_ppp_pc,gghed_ppp_pc,pvtd_ppp_pc,fs_ppp_pc,fs1_ppp_pc,fs11_ppp_pc,fs3_ppp_pc,fs5_ppp_pc,fs6_ppp_pc,fs61_ppp_pc,hf_ppp_pc,hf1_ppp_pc,hf11_ppp_pc,hf12_ppp_pc,hf121_ppp_pc,hf2_ppp_pc,hf21_ppp_pc,hf3_ppp_pc,gdp_ppp_pc,pfc_ppp_pc,gge_ppp_pc,pvtd_gdp,fs_gdp,fs1_gdp,fs11_gdp,fs3_gdp,fs5_gdp,fs6_gdp,fs61_gdp,hf_gdp,hf1_gdp,hf11_gdp,hf12_gdp,hf121_gdp,hf2_gdp,hf21_gdp,hf3_gdp,pfc_gdp,fs1_gge,fs11_gge,fs3_gge,hf1_gge,hf11_gge,hf12_gge,hf121_gge,fs1_che,fs11_che,fs3_che,fs5_che,fs6_che,fs61_che,hf1_che,hf11_che,hf12_che,hf121_che,hf2_che,hf21_che,hf3_che,che_ncu2020,gghed_ncu2020,pvtd_ncu2020,fs_ncu2020,fs1_ncu2020,fs11_ncu2020,fs3_ncu2020,fs5_ncu2020,fs6_ncu2020,fs61_ncu2020,hf_ncu2020,hf1_ncu2020,hf11_ncu2020,hf12_ncu2020,hf121_ncu2020,hf2_ncu2020,hf21_ncu2020,hf3_ncu2020,gdp_ncu2020,pfc_ncu2020,gge_ncu2020,che_usd2020,gghed_usd2020,pvtd_usd2020,fs_usd2020,fs1_usd2020,fs11_usd2020,fs6_usd2020,fs61_usd2020,hf_usd2020,hf1_usd2020,hf11_usd2020,hf2_usd2020,hf3_usd2020,gdp_usd2020,pfc_usd2020,gge_usd2020,che_ppp2020,gghed_ppp2020,pvtd_ppp2020,fs_ppp2020,fs1_ppp2020,fs11_ppp2020,fs3_ppp2020,fs5_ppp2020,fs6_ppp2020,fs61_ppp2020,hf_ppp2020,hf1_ppp2020,hf11_ppp2020,hf12_ppp2020,hf121_ppp2020,hf2_ppp2020,hf21_ppp2020,hf3_ppp2020,gdp_ppp2020,pfc_ppp2020,gge_ppp2020,che_ncu2020_pc,gghed_ncu2020_pc,pvtd_ncu2020_pc,fs_ncu2020_pc,fs1_ncu2020_pc,fs11_ncu2020_pc,fs3_ncu2020_pc,fs5_ncu2020_pc,fs6_ncu2020_pc,fs61_ncu2020_pc,hf_ncu2020_pc,hf1_ncu2020_pc,hf11_ncu2020_pc,hf12_ncu2020_pc,hf121_ncu2020_pc,hf2_ncu2020_pc,hf21_ncu2020_pc,hf3_ncu2020_pc,gdp_ncu2020_pc,pfc_ncu2020_pc,gge_ncu2020_pc,che_usd2020_pc,gghed_usd2020_pc,pvtd_usd2020_pc,fs_usd2020_pc,fs1_usd2020_pc,fs11_usd2020_pc,fs3_usd2020_pc,fs5_usd2020_pc,fs6_usd2020_pc,fs61_usd2020_pc,hf_usd2020_pc,hf1_usd2020_pc,hf11_usd2020_pc,hf12_usd2020_pc,hf121_usd2020_pc,hf2_usd2020_pc,hf21_usd2020_pc,hf3_usd2020_pc,gdp_usd2020_pc,pfc_usd2020_pc,gge_usd2020_pc,che_ppp2020_pc,gghed_ppp2020_pc,pvtd_ppp2020_pc,fs_ppp2020_pc,fs1_ppp2020_pc,fs11_ppp2020_pc,fs3_ppp2020_pc,fs5_ppp2020_pc,fs6_ppp2020_pc,fs61_ppp2020_pc,hf_ppp2020_pc,hf1_ppp2020_pc,hf11_ppp2020_pc,hf12_ppp2020_pc,hf121_ppp2020_pc,hf2_ppp2020_pc,hf21_ppp2020_pc,hf3_ppp2020_pc,gdp_ppp2020_pc,pfc_ppp2020_pc,gge_ppp2020_pc
20,Algeria,DZA,AFR,Lower-middle,2020,6.32117987,214.85179137999998,1183546.125,740732.8960615201,442340.96166417014,99.96009827000002,62.58589171999999,37.37420654,35.80471801999999,0.9644380000000001,3.9561667399999996,10.73076916,134.46690443,80.29914715000001,76.92707557000001,62.61329269,37.60227585,25.011018749999998,25.011018749999998,37.386707310000006,0.9644383800000002,36.86750412,3398.9189604499998,1183546.0982707199,444715.96068243997,444715.96068243997,296016.93537907995,11414.572651869998,430926.38901229994,423765.35483903997,1183546.0982707199,741057.1863024,445040.25092332,296016.93537907995,296016.93537907995,18723.55712928,11414.572651869998,423765.35483903997,18723500.0,8828444.89247999,6902887.0,37.02085495,126.77680206,100.0,43451.666,9335.667927953096,5842.8110192506,3489.13172186519,9335.667717115784,3507.8654253478335,3507.8654253478335,2334.945593902765,90.03676119285446,3399.094960672334,3342.6095938157787,9335.667717115784,5845.368981240573,3510.4233873378084,2334.945593902765,2334.945593902765,147.68914205943335,90.03676119285446,3342.6095938157787,147688.691430619,69637.69987116198,54449.13334170594,31969.7134655179,20008.530247665716,11948.42642779567,31969.71274351188,12012.579430784863,12012.579430784863,7995.95081688085,308.3281752214098,11640.098252574255,11446.66581610212,31969.71274351188,20017.289911409785,12021.339094528934,7995.95081688085,7995.95081688085,505.7570159999776,308.3281752214098,11446.66581610212,505755.47283518367,238472.20450212725,186459.41616753506,27238.222005112533,17047.284126263883,10180.069083292921,27238.22138996281,10234.727494279276,10234.727494279276,6812.556631984605,262.6958573204074,9917.37322597251,9752.56863198387,27238.22138996281,17054.7473669341,10242.190734949496,6812.556631984605,6812.556631984605,430.90539104484515,262.6958573204074,9752.56863198387,430904.0762671793,203178.51316633038,158863.5749892766,214.85177845921453,80.73028604582926,80.73028604582926,53.73661838196871,2.0721129816484933,78.2270341641753,76.92707556519879,214.85177845921453,134.52577356275762,80.78915518078888,53.73661838196871,53.73661838196871,3.3989293312581697,2.0721129816484933,76.92707556519879,1602.6474076083064,1253.096563471374,735.7534568529064,460.47786171572153,274.9820093847649,735.7534402366041,276.4584315543819,276.4584315543819,184.0194301613395,7.0958884573357865,267.88612092742903,263.43445188274535,735.7534402366041,460.6794572942217,276.6600271328822,184.0194301613395,184.0194301613395,11.639531059637106,7.0958884573357865,263.43445188274535,11639.495545123258,5488.217747557189,4291.191416401273,2.362490782514862,6.32117979154923,2.3751753714980635,2.3751753714980635,1.580991456613774,0.06096388309808528,2.3015268994167752,2.2632806624778485,6.32117979154923,3.95789882395065,2.376907367336876,1.580991456613774,1.580991456613774,0.10000030512073065,0.06096388309808528,2.2632806624778485,47.15168046828846,6.442463286483466,6.442463286483466,4.288306260541132,10.735467439962438,6.447161179421306,4.288306260541132,4.288306260541132,37.574874466842886,37.574874466842886,25.011018650780947,0.964438366071912,36.40976803877152,35.80471900994848,62.61329300017626,37.602274349395316,25.011018650780947,25.011018650780947,1.5819879898752576,0.964438366071912,35.80471900994848,1183546.125,740732.8960615201,442340.9616641702,1183546.0982707199,444715.96068243997,444715.96068243997,296016.93537907995,11414.572651869998,430926.38901229994,423765.35483903997,1183546.0982707199,741057.1863024,445040.25092331995,296016.93537907995,296016.93537907995,18723.55712928,11414.572651869998,423765.35483903997,18723500.0,8828444.89247999,6902887.0,9335.667927953096,5842.8110192506,3489.1317218651902,9335.667717115784,3507.8654253478335,3507.8654253478335,3399.094960672334,3342.6095938157787,9335.667717115784,5845.368981240573,3510.423387337808,147.68914205943335,3342.6095938157787,147688.691430619,69637.69987116198,54449.13334170594,31969.7134655179,20008.530247665716,11948.426427795672,31969.71274351188,12012.579430784863,12012.579430784863,7995.95081688085,308.3281752214098,11640.098252574255,11446.66581610212,31969.71274351188,20017.289911409785,12021.339094528932,7995.95081688085,7995.95081688085,505.7570159999776,308.3281752214098,11446.66581610212,505755.47283518367,238472.20450212725,186459.41616753506,27238.222005112533,17047.284126263883,10180.069083292921,27238.22138996282,10234.727494279276,10234.727494279276,6812.556631984606,262.6958573204074,9917.37322597251,9752.56863198387,27238.22138996282,17054.747366934098,10242.190734949496,6812.556631984606,6812.556631984606,430.90539104484515,262.6958573204074,9752.56863198387,430904.0762671793,203178.51316633035,158863.5749892766,214.85178331144076,134.466904427798,80.29914714582382,214.8517784592146,80.73028604582926,80.73028604582926,53.73661838196872,2.0721129816484933,78.22703416417531,76.92707556519879,214.8517784592146,134.5257735627576,80.78915518078888,53.73661838196872,53.73661838196872,3.3989293312581697,2.0721129816484933,76.92707556519879,3398.9189604518037,1602.6474076083061,1253.0965634713739,735.7534568529064,460.4778617157215,274.9820093847649,735.7534402366042,276.4584315543819,276.4584315543819,184.01943016133953,7.0958884573357865,267.88612092742903,263.43445188274535,735.7534402366042,460.6794572942216,276.6600271328822,184.01943016133953,184.01943016133953,11.639531059637108,7.0958884573357865,263.43445188274535,11639.495545123256,5488.217747557187,4291.191416401273
42,Angola,AGO,AFR,Lower-middle,2020,2.91183472,50.74262238,980870.9375,412562.28553473996,527469.64708511,95.83645629999998,42.06081389999999,53.775642399999995,37.14461898999999,6.755555,1.22474134,5.364319320000001,21.342759689999998,27.28717169,18.848153559999997,43.12936782999999,43.12936782999999,0.0,0.0,56.87063217,6.755555630000001,22.831253050000004,1742.6340722200002,980870.9156386098,412562.28553473996,412562.28553473996,0.0,66263.28186235999,461206.36522275006,364340.76124252996,980870.9156386098,423043.41113871,423043.41113871,0.0,0.0,193486.74325737,66263.28186235999,364340.76124252996,33685667.0,21873320.970851712,7690860.0,159.35067749,578.2587890600001,100.0,33428.486,1696.2490775012238,713.4561434083668,912.1688369709841,1696.2490396956762,713.4561434083668,713.4561434083668,0.0,114.59105009035065,797.5777868806337,630.0652374601883,1696.2490396956762,731.5814634247004,731.5814634247004,0.0,0.0,334.6023388107877,114.59105009035065,630.0652374601883,58253.618686468035,37826.17987771239,13300.031310379263,6155.42370418572,2589.0212205757966,3310.1186351605634,6155.423566995277,2589.0212205757966,2589.0212205757966,0.0,415.8330727305399,2894.285562430024,2286.408611380984,6155.423566995277,2654.795183818769,2654.795183818769,0.0,0.0,1214.2197717955241,415.8330727305399,2286.408611380984,211393.30896232888,137265.31518652855,48263.742088467974,29342.36798818828,12341.638371978319,15779.046860964927,29342.367334213395,12341.638371978319,12341.638371978319,0.0,1982.2399932309227,13796.806867734007,10899.110454554539,29342.367334213395,12655.17711866191,12655.17711866191,0.0,0.0,5788.079760996954,1982.2399932309227,10899.110454554539,1007693.4683790347,654331.7866938907,230069.04949269915,50.74262231605931,21.342759687302827,21.342759687302827,0.0,3.4279461561720344,23.859225538381658,18.84815356161175,50.74262231605931,21.884971500794276,21.884971500794276,0.0,0.0,10.009497253653299,3.4279461561720344,18.84815356161175,1131.5552812566023,397.86520126515046,184.13707710800068,77.44955067889695,99.02089598555447,184.13707300400253,77.44955067889695,77.44955067889695,0.0,12.439482683437712,86.58141330211677,68.39701359436333,184.13707300400253,79.41715289824282,79.41715289824282,0.0,0.0,36.32290651139643,12.439482683437712,68.39701359436333,6323.7476253734285,4106.23787109379,1443.79084618035,1.5658578085602697,2.911834625802748,1.2247413285144093,1.2247413285144093,0.0,0.19671061244641522,1.3691471961138548,1.0815898680068587,2.911834625802748,1.2558558247895462,1.2558558247895462,0.0,0.0,0.5743889330063436,0.19671061244641522,1.0815898680068587,64.9336139636235,5.36431927683952,5.36431927683952,0.0,5.500599557639978,5.500599557639978,0.0,0.0,42.06081340133686,42.06081340133686,0.0,6.755555782711566,47.02008774747645,37.14461866833118,43.12936640223262,43.12936640223262,0.0,0.0,19.72601492943623,6.755555782711566,37.14461866833118,980870.9375,412562.28553473996,527469.64708511,980870.9156386098,412562.28553473996,412562.28553473996,0.0,66263.28186235999,461206.36522275006,364340.76124252996,980870.9156386098,423043.41113871,423043.41113871,0.0,0.0,193486.74325737,66263.28186235999,364340.76124252996,33685667.0,21873320.970851712,7690860.0,1696.2490775012238,713.4561434083668,912.1688369709841,1696.2490396956762,713.4561434083668,713.4561434083668,797.5777868806337,630.0652374601883,1696.2490396956762,731.5814634247004,731.5814634247004,334.6023388107877,630.0652374601883,58253.618686468035,37826.17987771239,13300.031310379263,6155.42370418572,2589.0212205757966,3310.1186351605634,6155.423566995277,2589.0212205757966,2589.0212205757966,0.0,415.8330727305399,2894.285562430024,2286.408611380984,6155.423566995277,2654.795183818769,2654.795183818769,0.0,0.0,1214.2197717955241,415.8330727305399,2286.408611380984,211393.30896232888,137265.31518652855,48263.742088467974,29342.36798818828,12341.638371978317,15779.046860964927,29342.367334213395,12341.638371978317,12341.638371978317,0.0,1982.239993230923,13796.806867734007,10899.110454554539,29342.367334213395,12655.177118661912,12655.177118661912,0.0,0.0,5788.079760996954,1982.239993230923,10899.110454554539,1007693.4683790347,654331.7866938907,230069.04949269915,50.74262344699739,21.342759687302824,27.287171694553688,50.74262231605931,21.342759687302824,21.342759687302824,0.0,3.427946156172035,23.859225538381658,18.84815356161175,50.74262231605931,21.884971500794276,21.884971500794276,0.0,0.0,10.009497253653299,3.427946156172035,18.84815356161175,1742.6340722241514,1131.5552812566023,397.86520126515046,184.13707710800068,77.44955067889694,99.02089598555447,184.13707300400253,77.44955067889694,77.44955067889694,0.0,12.439482683437713,86.58141330211677,68.39701359436334,184.13707300400253,79.41715289824282,79.41715289824282,0.0,0.0,36.32290651139643,12.439482683437713,68.39701359436334,6323.7476253734285,4106.237871093789,1443.79084618035
64,Botswana,BWA,AFR,Upper-middle,2020,6.186645510000001,362.73452759,10581.76269531,7905.153886110001,2077.27381575,94.33615112,74.70545959,19.63069725,4.6442999799999996,14.934259999999998,4.6217618,12.006065370000002,270.98247034999997,71.20731592,16.8464781,76.91465759,76.91465759,0.0,0.0,23.08533859,14.934259410000001,38.495224,5863.185506700001,10581.76238565,7905.153886110001,7905.153886110001,0.0,1580.30796676,496.9658489899999,491.44877039000005,10581.76238565,8138.92666503,8138.92666503,0.0,0.0,1951.38695022,1580.30796676,491.44877039000005,171042.0,78516.0,65843.0,4.7466373399999995,11.45624161,100.0,2546.402,923.6679057181652,690.0303044595095,181.3224516788102,923.6678786883581,690.0303044595095,690.0303044595095,0.0,137.94296773390064,43.379483944909566,42.897905536578506,923.6678786883581,710.4360175090616,710.4360175090616,0.0,0.0,170.3339556418451,137.94296773390064,42.897905536578506,14930.027300637561,6853.556574039469,5747.347362378123,2229.317712170107,1665.421922903847,437.6306144656925,2229.317646932344,1665.421922903847,1665.421922903847,0.0,332.9321061549649,104.6985083107276,103.53619524469508,2229.317646932344,1714.6721103892046,1714.6721103892046,0.0,0.0,411.1093412963376,332.9321061549649,103.53619524469508,36034.35184706991,16541.394333698983,13871.504242622423,4155.574294753931,3104.440652383245,815.7682156038205,4155.574173147052,3104.440652383245,3104.440652383245,0.0,620.604274878829,195.16394072499153,192.99732343518426,4155.574173147052,3196.245787204848,3196.245787204848,0.0,0.0,766.3310625030925,620.604274878829,192.99732343518426,67170.06976903098,30834.094538097284,25857.268412450194,362.73450880432785,270.9824703481655,270.9824703481655,0.0,54.17171669433995,17.035599227816174,16.84647810384162,362.73450880432785,278.99601771796506,278.99601771796506,0.0,0.0,66.89201298217841,54.17171669433995,16.84647810384162,2691.466851675214,2257.046358893106,875.4775216835782,654.0294591756709,171.86234320648998,875.477496063993,654.0294591756709,654.0294591756709,0.0,130.74609042679234,41.116252779697625,40.65979968783212,875.477496063993,673.3705480867533,673.3705480867533,0.0,0.0,161.44714828858037,130.74609042679234,40.65979968783212,14151.085275251084,6495.987017642533,5447.491889584764,1.214481715455853,6.186645610814888,4.621761839846354,4.621761839846354,0.0,0.9239297755872826,0.29055193986857025,0.287326370359327,6.186645610814888,4.758437497825096,4.758437497825096,0.0,0.0,1.1408817426246185,0.9239297755872826,0.287326370359327,45.90451468060476,12.006065771775283,12.006065771775283,0.0,12.361111530504381,12.361111530504381,0.0,0.0,74.70545640705592,74.70545640705592,0.0,14.9342605623338,4.696437425810456,4.644299810175828,76.91466098376253,76.91466098376253,0.0,0.0,18.44103920596714,14.9342605623338,4.644299810175828,10581.762695310003,7905.153886110001,2077.27381575,10581.76238565,7905.153886110001,7905.153886110001,0.0,1580.30796676,496.9658489899999,491.44877039000005,10581.76238565,8138.92666503,8138.92666503,0.0,0.0,1951.38695022,1580.30796676,491.44877039000005,171042.0,78516.0,65843.0,923.6679057181653,690.0303044595095,181.3224516788102,923.6678786883581,690.0303044595095,690.0303044595095,43.379483944909566,42.897905536578506,923.6678786883581,710.4360175090616,710.4360175090616,170.3339556418451,42.897905536578506,14930.027300637561,6853.556574039469,5747.347362378123,2229.3177121701074,1665.421922903847,437.6306144656925,2229.317646932344,1665.421922903847,1665.421922903847,0.0,332.9321061549649,104.6985083107276,103.53619524469508,2229.317646932344,1714.6721103892046,1714.6721103892046,0.0,0.0,411.1093412963376,332.9321061549649,103.53619524469508,36034.35184706991,16541.394333698983,13871.504242622423,4155.574294753932,3104.440652383245,815.7682156038205,4155.5741731470525,3104.440652383245,3104.440652383245,0.0,620.604274878829,195.16394072499156,192.99732343518423,4155.5741731470525,3196.2457872048476,3196.2457872048476,0.0,0.0,766.3310625030927,620.604274878829,192.99732343518423,67170.06976903098,30834.094538097284,25857.268412450194,362.7345194192297,270.9824703481655,71.20731592215613,362.7345088043279,270.9824703481655,270.9824703481655,0.0,54.17171669433995,17.035599227816178,16.84647810384162,362.7345088043279,278.996017717965,278.996017717965,0.0,0.0,66.89201298217843,54.17171669433995,16.84647810384162,5863.185506702226,2691.466851675214,2257.046358893106,875.4775216835783,654.0294591756709,171.86234320648998,875.4774960639932,654.0294591756709,654.0294591756709,0.0,130.74609042679234,41.11625277969763,40.65979968783211,875.4774960639932,673.3705480867532,673.3705480867532,0.0,0.0,161.4471482885804,130.74609042679234,40.65979968783211,14151.085275251085,6495.987017642534,5447.491889584764
86,Burkina Faso,BFA,AFR,Low,2020,6.719326020000001,54.17696761999999,671150.875,291675.075056,257619.78685999996,81.84378052,43.45897293,38.384807589999994,34.64081192,1.542231,2.9201481299999994,11.46394444,23.544736710000002,20.795709240000004,18.76734085,57.10110092,57.05461502000001,0.04648508,0.04648508,42.89889907999999,1.54223144,25.472454069999998,806.2857192499999,671150.4110359999,291363.090056,291363.090056,311.985,10350.7001,247269.08676,232492.1114,671150.861036,383234.524056,382922.53905599995,311.985,311.985,55424.225580000006,10350.7001,232492.1114,9988366.0,6294923.368429069,2544282.0,217.15496825999998,575.58599854,100.0,21522.626,1166.0305787534871,506.7445625776983,447.578272427516,1166.0297726810647,506.20253236711056,506.20253236711056,0.542030210587756,17.982890699660903,429.5953817278552,403.92245813784,1166.0305544929943,665.8162725085248,665.274242297937,0.542030210587756,0.542030210587756,96.29182384662947,17.982890699660903,403.92245813784,17353.385984606895,10936.547074453563,4420.333375818187,3090.6540171645074,1343.165562331399,1186.3407451564792,3090.6518806073573,1341.7288694364593,1341.7288694364593,1.436692894939709,47.66503931702401,1138.6757058394553,1070.627641001687,3090.653952860199,1764.7974031022525,1763.3607102073124,1.436692894939709,1.436692894939709,255.2289087562597,47.66503931702401,1070.627641001687,45996.488498669365,28988.16185910215,11716.434675138205,31183.503118996723,13552.020792258341,11969.719069596802,31183.48156196181,13537.525116870032,13537.525116870032,14.495675388309959,480.92180294356274,11488.797266653242,10802.218623322266,31183.50247019114,17806.12291715704,17791.62724176873,14.495675388309959,14.495675388309959,2575.16092971183,480.92180294356274,10802.218623322266,464086.77082434087,292479.33632397227,118214.29225225584,54.17692862762494,23.519552510326136,23.519552510326136,0.025184204315391437,0.835534228010137,19.960175014324705,18.767340850407383,54.17696495274295,30.935642914044262,30.910458709728864,0.025184204315391437,0.025184204315391437,4.473981188291312,0.835534228010137,18.767340850407383,508.14185380787467,205.38076421614102,143.60022876225733,62.407141318694066,55.12063189484773,143.60012949197542,62.34038864200211,62.34038864200211,0.06675267669194777,2.2146479391977545,52.905983955649994,49.74428496790713,143.6002257745035,81.99730846515905,81.93055578846709,0.06675267669194777,0.06675267669194777,11.85863234143732,2.2146479391977545,49.74428496790713,2137.1225099887606,1346.8691905486883,544.3775622518463,2.579198508144375,6.719321368840508,2.917024566941179,2.917024566941179,0.0031234838611240317,0.10362756130482204,2.4755709468395533,2.32762907766896,6.719325874081907,3.836808984132139,3.833685500271015,0.0031234838611240317,0.0031234838611240317,0.5548878122808075,0.10362756130482204,2.32762907766896,63.022554123758276,11.451682244971272,11.451682244971272,0.01226220206722368,15.062580486597003,15.05031828452978,0.01226220206722368,0.01226220206722368,43.412458654414436,43.412458654414436,0.04648507781371458,1.5422315161784166,36.84254928591035,34.64081250542109,57.10109996200148,57.054614884187764,0.04648507781371458,0.04648507781371458,8.258087532577433,1.5422315161784166,34.64081250542109,671150.875,291675.075056,257619.78685999996,671150.411036,291363.090056,291363.090056,311.985,10350.7001,247269.08675999998,232492.1114,671150.861036,383234.52405599994,382922.53905599995,311.985,311.985,55424.22558,10350.7001,232492.1114,9988366.0,6294923.368429069,2544282.0,1166.0305787534871,506.7445625776983,447.578272427516,1166.029772681065,506.20253236711056,506.20253236711056,429.59538172785517,403.92245813784,1166.0305544929943,665.8162725085247,665.274242297937,96.29182384662946,403.92245813784,17353.385984606895,10936.547074453563,4420.333375818187,3090.6540171645074,1343.165562331399,1186.3407451564792,3090.6518806073577,1341.7288694364593,1341.7288694364593,1.436692894939709,47.66503931702401,1138.6757058394553,1070.627641001687,3090.653952860199,1764.797403102252,1763.3607102073124,1.436692894939709,1.436692894939709,255.22890875625967,47.66503931702401,1070.627641001687,45996.488498669365,28988.16185910215,11716.434675138205,31183.503118996723,13552.020792258341,11969.719069596802,31183.481561961817,13537.525116870032,13537.525116870032,14.495675388309959,480.92180294356274,11488.797266653242,10802.218623322266,31183.50247019114,17806.12291715704,17791.627241768732,14.495675388309959,14.495675388309959,2575.16092971183,480.92180294356274,10802.218623322266,464086.77082434087,292479.33632397227,118214.29225225584,54.176966079951725,23.544736714641527,20.795709242334834,54.176928627624946,23.519552510326136,23.519552510326136,0.02518420431539144,0.835534228010137,19.9601750143247,18.767340850407383,54.176964952742956,30.935642914044262,30.91045870972887,0.02518420431539144,0.02518420431539144,4.473981188291311,0.835534228010137,18.767340850407383,806.2857192522368,508.1418538078747,205.38076421614105,143.6002287622573,62.40714131869406,55.12063189484773,143.60012949197545,62.34038864200212,62.34038864200212,0.06675267669194777,2.2146479391977545,52.905983955649994,49.74428496790713,143.6002257745035,81.99730846515905,81.9305557884671,0.06675267669194777,0.06675267669194777,11.858632341437318,2.2146479391977545,49.74428496790713,2137.122509988761,1346.8691905486883,544.3775622518463
